Id,ActivityDate,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
4020332650,2016-03-12,5543,3.97,0.0,0.0,3.96,0,0,254,757,2990
4020332650,2016-03-13,3226,2.31,0.0,0.0,2.28,0,0,136,771,2480
4020332650,2016-03-14,3023,2.17,0.0,0.0,2.14,0,0,145,1005,2570
4020332650,2016-03-15,5906,4.23,0.0,0.16,4.04,0,10,215,874,3016
4020332650,2016-03-16,12483,8.99,1.45,0.57,6.9,25,14,309,599,3830
4020332650,2016-03-17,8940,6.41,0.0,0.0,0.61,0,0,47,986,3706
4020332650,2016-03-18,368,0.26,0.0,0.0,0.0,0,0,0,1440,2024
4020332650,2016-03-19,5702,4.09,0.0,0.0,0.0,0,0,0,1440,2980
4020332650,2016-03-20,10330,7.41,0.0,0.0,0.0,0,0,0,1440,3728
4020332650,2016-03-21,8778,6.29,0.0,0.0,0.0,0,0,0,1440,3348
4020332650,2016-03-22,6662,4.78,0.0,0.0,0.0,0,0,0,1440,3162
4020332650,2016-03-23,6309,4.52,0.0,0.0,0.0,0,0,0,1440,3140
4020332650,2016-03-24,1951,1.41,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-03-25,5563,3.99,0.0,0.0,0.0,0,0,0,1440,3681
4020332650,2016-03-26,4370,3.13,0.0,0.0,0.0,0,0,0,1440,3444
4020332650,2016-03-27,7144,5.12,0.0,0.0,0.0,0,0,0,1440,3510
4020332650,2016-03-28,2106,1.51,0.02,0.05,0.21,31,45,75,1289,4010
4020332650,2016-03-29,4152,2.98,0.0,0.0,2.96,0,0,187,1253,2976
4020332650,2016-03-30,5400,3.87,0.0,0.0,3.85,0,0,258,795,3418
4020332650,2016-03-31,7428,5.33,0.87,0.92,3.51,18,33,261,860,3439
4020332650,2016-04-01,5351,3.84,0.62,0.18,3.01,15,17,210,748,3338
4020332650,2016-04-02,4299,3.1,0.09,0.21,2.74,3,15,162,752,2892
4020332650,2016-04-03,6107,4.38,0.0,0.0,4.36,0,0,265,776,3313
4020332650,2016-04-04,6429,4.6,0.0,0.95,3.65,0,28,193,741,3118
4020332650,2016-04-05,6880,4.93,0.5,0.76,3.65,7,19,165,1249,2966
4020332650,2016-04-06,7476,5.36,0.0,0.0,5.31,0,0,263,920,3253
4020332650,2016-04-07,6581,4.72,0.0,0.29,4.39,0,8,241,1191,3032
4020332650,2016-04-08,10480,7.51,0.41,1.47,5.01,6,37,272,1125,4034
4020332650,2016-04-09,7734,5.55,1.16,0.49,3.82,20,12,223,1185,3264
4020332650,2016-04-10,5129,3.68,0.18,0.24,3.21,5,7,176,1178,2817
4020332650,2016-04-11,2993,2.15,0.0,0.0,2.09,0,0,114,888,2507
4020332650,2016-04-12,8,0.01,0.0,0.0,0.01,0,0,1,321,446
4057192912,2016-03-12,0,0.0,0.0,0.0,0.0,0,0,0,1440,1777
4057192912,2016-03-13,0,0.0,0.0,0.0,0.0,0,0,0,1440,1777
4057192912,2016-03-14,8433,6.23,2.45,0.33,3.44,30,7,135,1268,2453
4057192912,2016-03-15,0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4057192912,2016-03-16,2139,1.56,0.0,1.3,0.26,0,28,15,1397,1935
4057192912,2016-03-17,0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4057192912,2016-03-18,949,0.69,0.0,0.0,0.69,0,0,34,1406,1870
4057192912,2016-03-19,0,0.0,0.0,0.0,0.0,0,0,0,1440,1777
4057192912,2016-03-20,44,0.03,0.0,0.0,0.03,0,0,2,1438,1782
4057192912,2016-03-21,2660,1.94,0.0,0.0,1.94,0,0,46,1394,1978
4057192912,2016-03-22,5561,4.19,0.0,0.0,4.07,0,0,169,1271,2296
4057192912,2016-03-23,7239,5.34,0.55,0.36,4.38,7,7,190,1236,2484
4057192912,2016-03-24,7,0.01,0.0,0.0,0.01,0,0,1,1439,1787
4057192912,2016-03-25,0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4057192912,2016-03-26,0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4057192912,2016-03-27,2275,1.68,0.0,0.0,1.66,0,0,86,1354,2005
4057192912,2016-03-28,8,0.01,0.0,0.0,0.01,0,0,1,1439,1778
4057192912,2016-03-29,5137,3.76,0.0,0.0,3.76,0,0,160,1280,2293
4057192912,2016-03-30,5419,4.0,0.0,0.0,3.91,0,0,145,1295,2259
4057192912,2016-03-31,0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4057192912,2016-04-01,0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4057192912,2016-04-02,0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4057192912,2016-04-03,0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4057192912,2016-04-04,0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4057192912,2016-04-05,0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4057192912,2016-04-06,18,0.01,0.0,0.0,0.01,0,0,2,1438,1780
4057192912,2016-04-07,4,0.0,0.0,0.0,0.0,0,0,1,1439,1778
4057192912,2016-04-08,8426,6.16,0.13,5.49,0.54,2,120,25,1293,2360
4057192912,2016-04-09,1650,1.21,0.0,0.0,1.21,0,0,60,1380,1952
4057192912,2016-04-10,3434,2.51,0.07,0.3,2.14,1,7,108,1324,2101
4057192912,2016-04-11,6801,4.98,0.0,0.0,4.97,0,0,193,1247,2393
4057192912,2016-04-12,187,0.14,0.0,0.0,0.14,0,0,11,400,538
4319703577,2016-03-29,5643,3.79,0.23,0.33,3.23,3,8,199,683,1958
4319703577,2016-03-30,9043,6.07,0.25,0.43,5.37,4,12,244,702,2141
4319703577,2016-03-31,8144,5.46,0.25,0.61,4.61,4,17,247,1125,2129
4319703577,2016-04-01,9343,6.27,0.96,0.85,4.46,14,20,268,654,2216
4319703577,2016-04-02,8405,5.66,1.13,0.19,4.34,15,4,257,621,2154
4319703577,2016-04-03,8223,5.52,0.8,1.51,3.21,12,37,257,551,2178
4319703577,2016-04-04,10067,6.76,0.36,1.42,4.97,5,39,313,578,2308
4319703577,2016-04-05,8359,5.63,0.23,0.53,4.87,3,14,311,638,2201
4319703577,2016-04-06,10946,7.35,0.54,2.09,4.72,8,51,308,569,2341
4319703577,2016-04-07,9130,6.15,0.5,0.38,5.27,7,11,304,668,2236
4319703577,2016-04-08,6544,4.41,0.29,0.26,3.86,4,6,276,1132,2069
4319703577,2016-04-09,0,0.0,0.0,0.0,0.0,0,0,0,1440,0
4388161847,2016-03-29,0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
4388161847,2016-03-30,0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
4388161847,2016-03-31,0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
4388161847,2016-04-01,0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
4388161847,2016-04-02,0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
4388161847,2016-04-03,0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
4388161847,2016-04-04,0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
4388161847,2016-04-05,0,0.0,0.0,0.0,0.0,0,0,0,994,1296
4445114986,2016-03-29,2303,1.55,0.0,0.0,1.55,0,0,155,807,2010
4445114986,2016-03-30,2600,1.74,0.0,0.0,1.74,0,0,163,1277,2032
4445114986,2016-03-31,4804,3.22,0.0,0.0,3.22,0,0,238,786,2227
4445114986,2016-04-01,3271,2.19,0.0,0.0,2.19,0,0,205,898,2133
4445114986,2016-04-02,5406,3.63,0.0,0.0,3.61,0,0,273,672,2317
4445114986,2016-04-03,3146,2.11,0.0,0.0,2.11,0,0,171,1269,2058
4445114986,2016-04-04,2422,1.63,0.0,0.0,1.63,0,0,110,1330,1935
4445114986,2016-04-05,4239,2.84,0.06,0.24,2.53,1,6,235,702,2217
4445114986,2016-04-06,6911,4.78,2.32,0.1,2.36,28,2,215,745,2374
4445114986,2016-04-07,6667,4.61,2.02,0.05,2.55,24,1,208,939,2335
4445114986,2016-04-08,5543,3.72,0.0,0.0,3.72,0,0,266,941,2303
4445114986,2016-04-09,4195,2.81,0.0,0.0,2.81,0,0,239,758,2210
4445114986,2016-04-10,6625,4.45,0.0,0.0,4.45,0,0,316,755,2424
4445114986,2016-04-11,5986,4.13,1.95,0.23,1.95,23,5,195,789,2297
4445114986,2016-04-12,278,0.19,0.0,0.0,0.19,0,0,20,253,745
4558609924,2016-04-01,5336,3.53,0.0,0.0,3.53,0,0,258,1182,1902
4558609924,2016-04-02,3183,2.1,0.0,0.0,2.1,0,0,173,1180,1680
4558609924,2016-04-03,6176,4.08,0.07,0.26,3.75,1,7,269,886,1901
4558609924,2016-04-04,8205,5.42,0.0,0.0,5.42,0,0,367,1073,2078
4558609924,2016-04-05,6799,4.49,1.59,0.86,2.04,24,14,185,1217,1876
4558609924,2016-04-06,5668,3.75,0.0,0.0,3.75,0,0,259,1181,1853
4558609924,2016-04-07,7998,5.29,0.51,0.25,4.53,27,12,296,1105,2235
4558609924,2016-04-08,4195,2.77,0.0,0.0,2.77,0,0,241,1199,1778
4558609924,2016-04-09,5512,3.64,0.0,0.0,3.64,0,0,276,1164,1882
4558609924,2016-04-10,6263,4.14,0.0,0.0,4.13,0,0,290,1150,1906
4558609924,2016-04-11,8828,5.84,0.0,0.0,5.84,0,0,308,1132,2149
4558609924,2016-04-12,1260,0.83,0.0,0.0,0.82,0,0,76,555,722
4702921684,2016-03-29,6506,5.28,0.33,0.27,4.67,4,5,241,760,2886
4702921684,2016-03-30,7583,6.15,0.25,0.55,5.35,3,13,227,742,2915
4702921684,2016-03-31,6963,5.65,0.0,0.0,5.65,0,0,256,759,2895
4702921684,2016-04-01,7165,5.81,0.0,0.37,5.44,0,9,248,708,2923
4702921684,2016-04-02,10328,8.38,0.0,1.46,6.92,0,32,367,475,3323
4702921684,2016-04-03,12116,9.83,0.25,2.85,6.72,3,57,323,471,3357
4702921684,2016-04-04,7810,6.36,0.48,1.2,4.68,6,27,216,746,2931
4702921684,2016-04-05,6670,5.41,1.24,0.8,3.37,15,16,199,770,2848
4702921684,2016-04-06,7605,6.18,0.33,0.21,5.63,4,4,248,708,2943
4702921684,2016-04-07,6585,5.34,0.0,0.0,5.34,0,0,210,770,2822
4702921684,2016-04-08,8184,6.64,0.0,0.62,5.95,0,15,247,808,2981
4702921684,2016-04-09,14002,11.36,0.61,2.68,8.06,8,56,381,407,3597
4702921684,2016-04-10,11135,9.03,0.08,1.16,7.79,1,25,331,528,3224
4702921684,2016-04-11,6499,5.27,0.0,0.0,5.27,0,0,207,809,2677
4702921684,2016-04-12,0,0.0,0.0,0.0,0.0,0,0,0,1440,0
5553957443,2016-04-01,12409,8.1,2.9,0.63,4.58,51,12,235,782,2142
5553957443,2016-04-02,2937,1.92,0.0,0.0,1.91,0,0,181,356,1615
5553957443,2016-04-03,1515,0.99,0.0,0.0,0.99,0,0,93,507,1481
5553957443,2016-04-04,8921,5.88,2.07,0.44,3.36,27,8,198,754,1892
5553957443,2016-04-05,11306,7.38,2.31,0.98,4.09,40,26,218,772,2086
5553957443,2016-04-06,12252,8.0,2.41,1.7,3.89,33,28,229,745,2044
5553957443,2016-04-07,15444,10.08,3.27,1.73,5.08,51,39,243,731,2249
5553957443,2016-04-08,9938,6.49,2.14,1.28,3.08,38,24,193,767,2019
5553957443,2016-04-09,4599,3.0,0.0,0.0,3.0,0,0,176,578,1692
5553957443,2016-04-10,5594,3.65,0.28,1.48,1.89,4,25,150,552,1712
5553957443,2016-04-11,11906,7.77,2.26,1.52,3.99,32,27,234,688,2065
5553957443,2016-04-12,3436,2.24,0.5,0.67,1.05,7,11,50,61,633
5577150313,2016-04-01,10461,7.87,4.76,0.85,2.25,99,31,142,721,3625
5577150313,2016-04-02,14873,11.11,8.19,0.6,2.31,202,36,153,663,4430
5577150313,2016-04-03,9917,7.41,1.99,0.97,4.44,58,27,240,700,3427
5577150313,2016-04-04,7401,5.56,2.32,0.36,2.88,70,19,204,689,3492
5577150313,2016-04-05,8964,6.7,3.97,0.19,2.53,107,18,145,756,3597
5577150313,2016-04-06,11080,8.3,3.13,1.37,3.81,83,52,190,695,3765
5577150313,2016-04-07,4499,3.36,0.89,0.26,2.21,31,11,146,756,2775
5577150313,2016-04-08,4363,3.26,0.13,0.06,3.08,8,2,156,813,2486
5577150313,2016-04-09,10494,7.84,4.91,0.78,2.15,123,62,138,601,3817
5577150313,2016-04-10,9776,7.38,2.93,1.43,3.02,80,35,162,721,3378
5577150313,2016-04-11,2862,2.14,1.04,0.25,0.84,39,17,54,209,1511
6117666160,2016-04-01,7444,5.62,0.0,0.0,5.62,0,0,286,568,2210
6117666160,2016-04-02,19658,14.84,0.24,2.09,12.51,3,30,475,466,2884
6117666160,2016-04-03,0,0.0,0.0,0.0,0.0,0,0,0,1440,1496
6117666160,2016-04-04,8468,6.39,0.18,0.64,5.57,2,11,279,1148,2262
6117666160,2016-04-05,9910,7.48,0.0,0.0,7.48,0,0,384,990,2445
6117666160,2016-04-06,12409,9.37,0.0,0.0,9.37,0,0,491,388,2694
6117666160,2016-04-07,4853,3.66,0.0,0.0,3.66,0,0,156,770,1903
6117666160,2016-04-08,8955,6.76,0.0,0.0,6.73,0,0,422,1018,2482
6117666160,2016-04-09,10789,8.15,0.0,0.0,8.15,0,0,506,413,2617
6117666160,2016-04-10,0,0.0,0.0,0.0,0.0,0,0,0,1440,0
6290855005,2016-04-01,6633,5.01,0.0,0.0,5.01,0,0,280,1160,2778
6290855005,2016-04-02,9548,7.22,2.02,3.68,1.52,25,107,113,1195,3119
